"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
2,1,3,1484,742,-21,36,18,12,12,2243.08,-48.61,2194.47,1.51150943396226,2.3147619047619,"United Kingdom","0",63,0.7,0.59,0.92
7,1,8,279,39.8571428571429,-7,5,1,1,1,1740.42,-48.65,1691.77,6.23806451612903,6.95,"United Kingdom","1",99,0.84,0.91,0.89
16,8,24,39713,2482.0625,-1456,335,35.5,47,7.25,55311.98,-2663.02,52648.96,1.39279278825573,1.82899725274725,"United Kingdom","1",2,0.07,1,1
22,1,23,3300,150,-4,35,3.18181818181818,1,1,6076.96,-13.16,6063.8,1.84150303030303,3.29,"United Kingdom","0",3,0.08,1,0.98
9,0,9,1075,119.444444444444,0,295,52.6666666666667,0,0,1761.75,0,0,1.63883720930233,0,"United Kingdom","1",9,0.21,0.92,0.09
1,0,1,46,46,0,9,9,0,0,112.1,0,0,2.43695652173913,0,"United Kingdom","1",177,0.98,0.03,0.09
1,0,1,48,48,0,31,32,0,0,142.92,0,0,2.9775,0,"United Kingdom","0",177,0.98,0.03,0.09
4,2,6,863,215.75,-3,125,49.25,2,1,1853.97,-25.85,1828.12,2.14828505214368,8.61666666666667,"United Kingdom","1",2,0.06,0.85,0.9
1,1,2,135,135,-9,19,19,3,3,353.43,-49.5,303.93,2.618,5.5,"United Kingdom","0",172,0.97,0.39,0.73
2,0,2,355,177.5,0,36,19,0,0,641.13,0,0,1.806,0,"France","1",106,0.85,0.39,0.09
1,0,1,75,75,0,8,8,0,0,111.37,0,0,1.48493333333333,0,"United Kingdom","0",177,0.98,0.03,0.09
15,3,18,4336,289.066666666667,-55,171,19.2666666666667,6,2,7605.68,-72.83,7532.85,1.75407749077491,1.32418181818182,"United Kingdom","1",0,0.01,0.99,0.99
10,0,10,1429,142.9,0,293,45.1,0,0,2418.6,0,0,1.6925122463261,0,"United Kingdom","1",4,0.13,0.94,0.09
1,0,1,254,254,0,10,10,0,0,302.46,0,0,1.1907874015748,0,"United Kingdom","0",177,0.98,0.03,0.09
1,0,1,6,6,0,3,3,0,0,76.5,0,0,12.75,0,"United Kingdom","0",177,0.98,0.03,0.09
13,6,19,3012,231.692307692308,-30,111,14.1538461538462,5,1.16666666666667,6582.87,-92.9,6489.97,2.18554780876494,3.09666666666667,"United Kingdom","0",1,0.04,0.99,0.98
5,0,5,790,158,0,90,23.8,0,0,853.73,0,0,1.08067088607595,0,"United Kingdom","1",3,0.08,0.8,0.09
2,0,2,318,159,0,122,64,0,0,388.95,0,0,1.22311320754717,0,"United Kingdom","1",26,0.44,0.39,0.09
14,3,17,45591,3256.5,-218,308,31.4285714285714,59,19.6666666666667,74030.63,-595.38,73435.25,1.6237992147573,2.73110091743119,"Australia","1",24,0.41,0.98,1
4,6,10,710,177.5,-30,71,22.5,18,3.33333333333333,1565.86,-140.44,1425.42,2.20543661971831,4.68133333333333,"United Kingdom","1",31,0.48,0.94,0.87
3,0,3,270,90,0,100,37,0,0,408.59,0,0,1.5132962962963,0,"United Kingdom","1",128,0.9,0.59,0.09
5,1,6,1082,216.4,-144,11,2.8,1,1,1693.9,-152.64,1541.26,1.56552680221811,1.06,"United Kingdom","0",22,0.39,0.85,0.88
10,4,14,3112,311.2,-12,149,23.2,5,1.75,3945,-58.33,3886.67,1.2676735218509,4.86083333333333,"United Kingdom","0",11,0.25,0.98,0.96
9,1,10,2251,250.111111111111,-68,116,18.4444444444444,9,9,4204.37,-150.2,4054.17,1.86777876499334,2.20882352941176,"United Kingdom","1",22,0.39,0.94,0.97
1,0,1,607,607,0,41,41,0,0,683.17,0,0,1.12548599670511,0,"United Kingdom","0",177,0.98,0.03,0.09
1,0,1,320,320,0,31,31,0,0,455.3,0,0,1.4228125,0,"United Kingdom","0",176,0.98,0.03,0.09
6,4,10,2261,376.833333333333,-8,143,31.3333333333333,5,1.25,3704.19,-16.8,3687.39,1.63829721362229,2.1,"Germany","1",15,0.28,0.94,0.96
7,4,11,1134,162,-113,63,10.8571428571429,6,2.5,2092.32,-165.44,1926.88,1.84507936507937,1.46407079646018,"United Kingdom","0",0,0.01,0.95,0.9
1,1,2,172,172,-3,13,13,3,3,323,-10.45,312.55,1.87790697674419,3.48333333333333,"United Kingdom","0",172,0.97,0.39,0.73
3,0,3,1251,417,0,66,30,0,0,2315.26,0,0,1.85072741806555,0,"United Kingdom","1",63,0.69,0.59,0.09
1,0,1,420,420,0,6,6,0,0,810.6,0,0,1.93,0,"United Kingdom","0",176,0.98,0.03,0.09
7,4,11,1964,280.571428571429,-34,95,21.2857142857143,6,1.5,2483.21,-41.8,2441.41,1.26436354378819,1.22941176470588,"United Kingdom","1",8,0.19,0.95,0.93
2,1,3,924,462,-7,70,35,5,5,1595.64,-209.5,1386.14,1.72688311688312,29.9285714285714,"United Kingdom","0",33,0.51,0.59,0.87
7,2,9,1254,179.142857142857,-16,17,4.57142857142857,3,1.5,1699.3,-24.84,1674.46,1.35510366826156,1.5525,"United Kingdom","0",35,0.52,0.92,0.89
1,0,1,2,2,0,2,2,0,0,46.95,0,0,23.475,0,"United Kingdom","0",176,0.98,0.03,0.09
4,0,4,1487,371.75,0,23,6,0,0,1653.45,0,0,1.11193678547411,0,"United Kingdom","0",126,0.89,0.71,0.09
1,0,1,96,96,0,4,4,0,0,52.8,0,0,0.55,0,"United Kingdom","0",176,0.98,0.03,0.09
5,0,5,1183,236.6,0,69,18.6,0,0,1321.46,0,0,1.11704142011834,0,"United Kingdom","0",26,0.44,0.8,0.09
10,0,10,1427,142.7,0,44,9.3,0,0,1920.16,0,0,1.3455921513665,0,"United Kingdom","0",3,0.09,0.94,0.09
5,1,6,1557,311.4,-1,196,49,1,1,3388.65,-9.95,3378.7,2.17639691714836,9.95,"Spain","1",32,0.5,0.85,0.95
4,0,4,1761,440.25,0,87,23.5,0,0,1203.93,0,0,0.68366269165247,0,"United Kingdom","0",10,0.23,0.71,0.09
3,0,3,78,26,0,9,4.33333333333333,0,0,317.04,0,0,4.06461538461538,0,"United Kingdom","0",8,0.17,0.59,0.09
3,0,3,1046,348.666666666667,0,102,35.3333333333333,0,0,1502.78,0,0,1.43669216061185,0,"United Kingdom","0",21,0.37,0.59,0.09
16,1,17,810,50.625,-4,49,5,1,1,1707.26,-15,1692.26,2.10772839506173,3.75,"United Kingdom","1",9,0.22,0.99,0.89
6,1,7,1431,238.5,-1,146,35.8333333333333,1,1,3179,-9.95,3169.05,2.22152341020266,9.95,"United Kingdom","1",19,0.35,0.89,0.95
15,0,15,1401,93.4,0,63,7,0,0,3510.28,0,0,2.50555317630264,0,"United Kingdom","0",3,0.09,0.98,0.09
4,0,4,541,135.25,0,18,6.75,0,0,1910.01,0,0,3.53051756007394,0,"United Kingdom","1",21,0.36,0.71,0.09
2,0,2,332,166,0,140,87.5,0,0,659.65,0,0,1.98689759036145,0,"United Kingdom","0",3,0.09,0.39,0.09
2,1,3,263,131.5,-50,39,19.5,2,2,335.48,-65.2,270.28,1.27558935361217,1.304,"United Kingdom","0",18,0.33,0.59,0.72
2,0,2,474,237,0,34,20,0,0,712.29,0,0,1.50272151898734,0,"United Kingdom","0",119,0.88,0.39,0.09
3,0,3,293,97.6666666666667,0,66,23.6666666666667,0,0,679.71,0,0,2.31982935153584,0,"United Kingdom","0",44,0.58,0.59,0.09
2,2,4,861,430.5,-63,53,29,17,9.5,985.01,-136.47,848.54,1.14403019744483,2.16619047619048,"United Kingdom","0",3,0.1,0.71,0.81
2,0,2,128,64,0,27,14.5,0,0,572.2,0,0,4.4703125,0,"Poland","0",95,0.83,0.39,0.09
1,1,2,82,82,-2,10,10,2,2,189.5,-14.85,174.65,2.3109756097561,7.425,"United Kingdom","0",158,0.95,0.39,0.71
3,2,5,830,276.666666666667,-3,48,17,2,1,1032.55,-14.45,1018.1,1.24403614457831,4.81666666666667,"United Kingdom","1",59,0.67,0.8,0.83
9,1,10,1112,123.555555555556,-1,66,11.6666666666667,1,1,2318.84,-8.5,2310.34,2.08528776978417,8.5,"United Kingdom","0",14,0.28,0.94,0.92
1,0,1,12,12,0,2,2,0,0,35.4,0,0,2.95,0,"United Kingdom","0",176,0.98,0.03,0.1
5,3,8,564,112.8,-13,45,11.6,6,2,1075.7,-37.89,1037.81,1.9072695035461,2.91461538461538,"United Kingdom","0",8,0.17,0.91,0.83
5,0,5,449,89.8,0,41,9.2,0,0,732.07,0,0,1.63044543429844,0,"United Kingdom","0",23,0.4,0.8,0.1
0,1,1,0,0,-2,0,0,2,2,0,-4.12,0,0,2.06,"United Kingdom","0",176,0.98,0.03,0.1
7,2,9,1986,283.714285714286,-4,127,25,3,1.5,3437.88,-49.8,3388.08,1.73105740181269,12.45,"United Kingdom","1",17,0.31,0.92,0.95
10,2,12,3622,362.2,-29,173,24.2,6,3,6333.85,-66.05,6267.8,1.74871617890668,2.27758620689655,"Germany","1",1,0.02,0.96,0.98
10,0,10,8021,802.1,0,179,27.3,0,0,6354.67,0,0,0.792254083032041,0,"United Kingdom","0",42,0.57,0.94,0.1
5,0,5,296,59.2,0,61,13,0,0,989.95,0,0,3.34442567567568,0,"United Kingdom","0",23,0.41,0.8,0.1
2,1,3,172,86,-3,11,6.5,2,2,319,-12.45,306.55,1.8546511627907,4.15,"United Kingdom","0",7,0.16,0.59,0.73
3,1,4,567,189,-5,89,35,4,4,950.15,-15.05,935.1,1.67574955908289,3.01,"United Kingdom","1",16,0.31,0.71,0.82
6,0,6,1596,266,0,93,24.5,0,0,3336.78,0,0,2.09071428571429,0,"France","0",8,0.17,0.85,0.1
7,0,7,1460,208.571428571429,0,91,19.5714285714286,0,0,3147.77,0,0,2.15600684931507,0,"United Kingdom","1",9,0.2,0.89,0.1
1,1,2,600,600,-600,1,1,1,1,432,-114,318,0.72,0.19,"United Kingdom","0",58,0.67,0.39,0.73
3,0,3,637,212.333333333333,0,7,3,0,0,417.95,0,0,0.656122448979592,0,"United Kingdom","0",91,0.82,0.59,0.1
2,0,2,56,28,0,9,4.5,0,0,144.91,0,0,2.58767857142857,0,"United Kingdom","0",10,0.24,0.39,0.1
13,4,17,3377,259.769230769231,-41,143,15.6153846153846,6,2.75,6364.66,-240.25,6124.41,1.88470832099497,5.85975609756098,"United Kingdom","1",30,0.48,0.99,0.98
4,0,4,248,62,0,28,8,0,0,490.05,0,0,1.97600806451613,0,"United Kingdom","0",73,0.75,0.71,0.1
1,0,1,144,144,0,7,7,0,0,158.4,0,0,1.1,0,"United Kingdom","1",176,0.98,0.03,0.1
3,0,3,717,239,0,41,17,0,0,1228.15,0,0,1.7129009762901,0,"United Kingdom","1",51,0.62,0.59,0.1
1,0,1,45,45,0,9,9,0,0,305.75,0,0,6.79444444444444,0,"United Kingdom","0",176,0.98,0.03,0.1
15,1,16,4155,277,-36,145,18,2,2,5517.63,-19.56,5498.07,1.32794945848375,0.543333333333333,"United Kingdom","0",21,0.37,0.98,0.98
4,1,5,2279,569.75,-24,108,35.5,1,1,3445.41,-10.08,3435.33,1.51180781044318,0.42,"United Kingdom","0",29,0.47,0.8,0.95
3,1,4,278,92.6666666666667,-3,20,7.33333333333333,2,2,485.54,-6.65,478.89,1.74654676258993,2.21666666666667,"United Kingdom","0",40,0.56,0.71,0.76
6,0,6,2874,479,0,23,6.83333333333333,0,0,5630.22,0,0,1.95901878914405,0,"United Kingdom","0",9,0.2,0.85,0.1
10,1,11,3182,318.2,-8,171,25.2,3,3,4887.91,-18.86,4869.05,1.53611250785669,2.3575,"United Kingdom","1",0,0.01,0.95,0.97
32,7,39,50045,1563.90625,-959,66,6.78125,4,1.28571428571429,138630.53,-5910.8,132719.73,2.77011749425517,6.16350364963504,"United Kingdom","1",8,0.19,1,1
1,0,1,83,83,0,10,10,0,0,115.15,0,0,1.38734939759036,0,"United Kingdom","0",176,0.98,0.03,0.1
2,0,2,149,74.5,0,29,16.5,0,0,257.67,0,0,1.7293288590604,0,"United Kingdom","0",43,0.57,0.39,0.1
3,0,3,135,45,0,38,13,0,0,254.11,0,0,1.8822962962963,0,"United Kingdom","0",29,0.46,0.59,0.1
4,0,4,2238,559.5,0,48,17.5,0,0,2687.56,0,0,1.20087578194817,0,"United Kingdom","1",9,0.2,0.71,0.1
3,0,3,825,275,0,34,12.3333333333333,0,0,964.78,0,0,1.1694303030303,0,"United Kingdom","0",44,0.58,0.59,0.1
11,1,12,6485,589.545454545455,-13,13,3.81818181818182,1,1,5435.65,-13.78,5421.87,0.838188126445644,1.06,"United Kingdom","0",10,0.24,0.96,0.98
7,2,9,1538,219.714285714286,-46,82,16.1428571428571,4,2,5799.22,-47.4,5751.82,3.77062418725618,1.0304347826087,"United Kingdom","0",8,0.17,0.92,0.98
8,4,12,980,122.5,-311,41,8.25,33,8.75,3389.8,-726.16,2663.64,3.45897959183673,2.33491961414791,"United Kingdom","0",0,0.01,0.96,0.93
8,2,10,3199,399.875,-17,181,33.75,6,3.5,5944.87,-67.7,5877.17,1.85835261019068,3.98235294117647,"United Kingdom","1",15,0.29,0.94,0.98
3,2,5,1053,351,-2,56,23,2,1,2050.96,-16.65,2034.31,1.94773029439696,8.325,"Belgium","0",32,0.5,0.8,0.91
3,3,6,623,207.666666666667,-44,120,45.3333333333333,9,3,1948.39,-98.92,1849.47,3.12743178170144,2.24818181818182,"United Kingdom","1",24,0.41,0.85,0.9
4,0,4,607,151.75,0,42,13.25,0,0,940.83,0,0,1.54996705107084,0,"United Kingdom","0",95,0.83,0.71,0.1
7,2,9,3279,468.428571428571,-20,116,23.8571428571429,5,2.5,8688.76,-85.5,8603.26,2.64982006709363,4.275,"United Kingdom","1",31,0.49,0.93,0.99
6,1,7,509,84.8333333333333,-2,185,45.8333333333333,2,2,1207.01,-23.24,1183.77,2.37133595284872,11.62,"United Kingdom","1",8,0.18,0.89,0.85
19,7,26,6048,318.315789473684,-31,125,10.2105263157895,6,1.28571428571429,10100.3,-82.96,10017.34,1.67002314814815,2.67612903225806,"United Kingdom","0",1,0.05,1,0.99
5,1,6,2548,509.6,-12,152,41,1,1,3843.38,-15,3828.38,1.50839089481947,1.25,"United Kingdom","1",4,0.13,0.85,0.96
8,2,10,1830,228.75,-446,28,8.75,17,8.5,1463.7,-342.72,1120.98,0.799836065573771,0.768430493273543,"United Kingdom","0",51,0.63,0.94,0.84
4,1,5,583,145.75,-4,113,31.75,1,1,817.12,-19.8,797.32,1.40157804459691,4.95,"United Kingdom","1",22,0.39,0.8,0.8
7,1,8,3141,448.714285714286,-2,188,40.4285714285714,2,2,6560.66,-19.6,6541.06,2.08871696911812,9.8,"Channel Islands","1",9,0.21,0.91,0.98
3,1,4,620,206.666666666667,-1,48,18.3333333333333,1,1,1223.48,-7.9,1215.58,1.97335483870968,7.9,"United Kingdom","0",9,0.2,0.71,0.85
2,0,2,496,248,0,9,7,0,0,389.48,0,0,0.785241935483871,0,"United Kingdom","0",66,0.72,0.39,0.1
2,1,3,419,209.5,-13,41,22.5,2,2,696.83,-29.75,667.08,1.66307875894988,2.28846153846154,"Belgium","1",46,0.59,0.59,0.79
5,0,5,1005,201,0,114,47.4,0,0,1556.37,0,0,1.54862686567164,0,"United Kingdom","0",31,0.49,0.8,0.1
2,1,3,138,69,-3,14,7,1,1,314.4,-8.85,305.55,2.27826086956522,2.95,"United Kingdom","0",169,0.97,0.59,0.73
6,1,7,4350,725,-10,87,24.8333333333333,1,1,10665.82,-16.5,10649.32,2.45191264367816,1.65,"France","1",23,0.39,0.89,0.99
1,0,1,99,99,0,13,13,0,0,213.73,0,0,2.15888888888889,0,"United Kingdom","0",175,0.98,0.03,0.1
8,0,8,1516,189.5,0,126,20.375,0,0,1636.13,0,0,1.07924142480211,0,"United Kingdom","1",2,0.06,0.91,0.1
1,0,1,64,64,0,1,1,0,0,163.2,0,0,2.55,0,"United Kingdom","1",173,0.98,0.03,0.1
2,0,2,1260,630,0,5,5,0,0,961.56,0,0,0.763142857142857,0,"United Kingdom","0",130,0.9,0.39,0.1
12,0,12,2156,179.666666666667,0,32,9.75,0,0,9776.91,0,0,4.53474489795918,0,"United Kingdom","1",0,0.01,0.96,0.1
2,1,3,230,115,-2,25,12.5,1,1,439.19,-13.5,425.69,1.90952173913043,6.75,"United Kingdom","0",8,0.17,0.59,0.75
1,0,1,98,98,0,7,7,0,0,191.94,0,0,1.95857142857143,0,"United Kingdom","0",173,0.97,0.03,0.1
2,0,2,398,199,0,47,24,0,0,742.56,0,0,1.86572864321608,0,"United Kingdom","0",29,0.47,0.39,0.1
1,0,1,37,37,0,8,8,0,0,192.05,0,0,5.19054054054054,0,"United Kingdom","0",173,0.97,0.03,0.1
1,0,1,246,246,0,13,13,0,0,177.34,0,0,0.720894308943089,0,"United Kingdom","0",173,0.97,0.03,0.1
5,3,8,1098,219.6,-20,153,45.2,11,4,3001.06,-108.2,2892.86,2.7332058287796,5.41,"United Kingdom","1",32,0.5,0.91,0.94
1,0,1,269,269,0,43,43,0,0,245.82,0,0,0.913828996282528,0,"United Kingdom","0",173,0.98,0.03,0.1
1,0,1,32,32,0,12,12,0,0,111.68,0,0,3.49,0,"United Kingdom","0",173,0.97,0.03,0.1
8,2,10,1308,163.5,-5,137,24.875,3,1.5,3080.67,-37.35,3043.32,2.35525229357798,7.47,"United Kingdom","1",12,0.27,0.94,0.94
1,0,1,278,278,0,10,10,0,0,137.9,0,0,0.496043165467626,0,"United Kingdom","0",173,0.97,0.03,0.1
6,0,6,2286,381,0,89,23.6666666666667,0,0,3682.62,0,0,1.61094488188976,0,"United Kingdom","0",43,0.57,0.85,0.1
5,2,7,1733,346.6,-4,88,27,2,1,1787.24,-4.2,1783.04,1.03129832660127,1.05,"United Kingdom","0",8,0.18,0.89,0.9
12,0,12,1913,159.416666666667,0,290,39.9166666666667,0,0,2651.76,0,0,1.38617877679038,0,"United Kingdom","1",5,0.14,0.96,0.1
7,0,7,1164,166.285714285714,0,68,20,0,0,1705.03,0,0,1.46480240549828,0,"United Kingdom","0",8,0.19,0.89,0.11
3,1,4,798,266,-1,81,28.6666666666667,1,1,1508.24,-4.25,1503.99,1.89002506265664,4.25,"United Kingdom","1",24,0.41,0.71,0.88
13,0,13,1375,105.769230769231,0,162,22.8461538461538,0,0,2460.7,0,0,1.7896,0,"United Kingdom","1",23,0.41,0.97,0.11
7,1,8,2170,310,-144,71,11.8571428571429,1,1,2813.81,-149.76,2664.05,1.2966866359447,1.04,"United Kingdom","1",9,0.21,0.91,0.93
1,0,1,45,45,0,6,6,0,0,178.52,0,0,3.96711111111111,0,"United Kingdom","0",173,0.98,0.03,0.11
4,1,5,654,163.5,-6,21,9.75,1,1,1555.9,-12.6,1543.3,2.37905198776758,2.1,"United Kingdom","0",9,0.22,0.8,0.88
7,1,8,817,116.714285714286,-4,48,9,1,1,1122.38,-15,1107.38,1.37378212974296,3.75,"United Kingdom","0",14,0.28,0.91,0.84
11,1,12,578,52.5454545454545,-20,137,22.3636363636364,1,1,2512.94,-25,2487.94,4.34764705882353,1.25,"United Kingdom","0",5,0.14,0.96,0.93
7,0,7,2722,388.857142857143,0,28,6.14285714285714,0,0,4904.36,0,0,1.80174871418075,0,"United Kingdom","0",23,0.4,0.89,0.11
3,0,3,330,110,0,39,14,0,0,876.51,0,0,2.65609090909091,0,"France","0",5,0.13,0.59,0.11
3,0,3,273,91,0,67,32.6666666666667,0,0,350.82,0,0,1.28505494505495,0,"United Kingdom","0",156,0.94,0.59,0.11
3,1,4,380,126.666666666667,-1,26,11.3333333333333,1,1,649.59,-0.77,648.82,1.70944736842105,0.77,"Spain","0",15,0.28,0.71,0.78
3,0,3,670,223.333333333333,0,30,12,0,0,888.42,0,0,1.326,0,"United Kingdom","0",17,0.33,0.59,0.11
6,0,6,257,42.8333333333333,0,36,9.5,0,0,1224.16,0,0,4.76326848249027,0,"United Kingdom","1",8,0.18,0.85,0.11
9,0,9,1705,189.444444444444,0,68,12.5555555555556,0,0,2654.93,0,0,1.55714369501466,0,"United Kingdom","1",1,0.02,0.93,0.11
2,0,2,128,64,0,7,4,0,0,197.88,0,0,1.5459375,0,"Spain","0",156,0.94,0.39,0.11
1,0,1,66,66,0,41,43,0,0,187.05,0,0,2.83409090909091,0,"United Kingdom","0",173,0.97,0.03,0.11
1,0,1,40,40,0,7,7,0,0,234.6,0,0,5.865,0,"United Kingdom","0",173,0.98,0.03,0.11
4,0,4,253,63.25,0,24,7.25,0,0,507.29,0,0,2.00509881422925,0,"United Kingdom","0",21,0.37,0.71,0.11
7,0,7,798,114,0,198,33.7142857142857,0,0,1291.91,0,0,1.61893483709273,0,"United Kingdom","0",11,0.25,0.89,0.11
2,2,4,920,460,-51,35,21,3,3,983.83,-21.97,961.86,1.06938043478261,0.43078431372549,"United Kingdom","0",72,0.75,0.71,0.82
2,0,2,93,46.5,0,22,11.5,0,0,221.24,0,0,2.3789247311828,0,"United Kingdom","0",96,0.83,0.39,0.11
2,1,3,357,178.5,-29,85,43,3,3,696.68,-32.65,664.03,1.95148459383753,1.12586206896552,"United Kingdom","0",172,0.97,0.59,0.79
6,0,6,1200,200,0,47,15.1666666666667,0,0,2187.63,0,0,1.823025,0,"United Kingdom","0",0,0.01,0.85,0.11
4,0,4,224,56,0,11,4.5,0,0,520.98,0,0,2.32580357142857,0,"United Kingdom","1",40,0.56,0.71,0.11
2,0,2,392,196,0,31,17.5,0,0,668.78,0,0,1.70607142857143,0,"Spain","0",29,0.45,0.39,0.11
1,0,1,38,38,0,25,25,0,0,125.01,0,0,3.28973684210526,0,"United Kingdom","0",173,0.97,0.03,0.11
4,0,4,668,167,0,50,13.75,0,0,656.61,0,0,0.982949101796407,0,"United Kingdom","0",11,0.25,0.71,0.11
1,0,1,24,24,0,12,12,0,0,134.1,0,0,5.5875,0,"United Kingdom","0",173,0.97,0.03,0.11
1,0,1,571,571,0,49,49,0,0,880.85,0,0,1.54264448336252,0,"United Kingdom","0",172,0.97,0.03,0.11
6,0,6,346,57.6666666666667,0,44,8.5,0,0,1384.73,0,0,4.0021098265896,0,"United Kingdom","1",4,0.12,0.85,0.11
3,0,3,2119,706.333333333333,0,132,45,0,0,2940.04,0,0,1.38746578574799,0,"Canada","1",147,0.93,0.59,0.11
14,7,21,4098,292.714285714286,-25,213,27.3571428571429,12,1.85714285714286,7941.65,-67.32,7874.33,1.93793313811615,2.6928,"United Kingdom","1",4,0.11,0.99,0.99
4,0,4,549,137.25,0,20,7.75,0,0,573.17,0,0,1.04402550091075,0,"United Kingdom","0",18,0.34,0.71,0.11
8,1,9,1875,234.375,-1,103,18.5,1,1,2269.79,-9.95,2259.84,1.21055466666667,9.95,"United Kingdom","1",1,0.03,0.93,0.92
5,2,7,1785,357,-292,167,36.6,34,17,3535.83,-550.92,2984.91,1.98085714285714,1.88671232876712,"United Kingdom","1",9,0.21,0.89,0.94
6,4,10,1295,215.833333333333,-15,105,21.1666666666667,7,1.75,2147.68,-34.69,2112.99,1.65844015444015,2.31266666666667,"United Kingdom","1",16,0.31,0.94,0.91
1,0,1,162,162,0,24,24,0,0,323.03,0,0,1.99401234567901,0,"United Kingdom","0",172,0.97,0.03,0.11
1,0,1,71,71,0,38,40,0,0,131.14,0,0,1.84704225352113,0,"United Kingdom","0",172,0.97,0.03,0.11
3,0,3,466,155.333333333333,0,52,30,0,0,946.64,0,0,2.03141630901288,0,"United Kingdom","0",12,0.26,0.59,0.11
4,1,5,353,88.25,-3,107,29.75,3,3,792.19,-6.45,785.74,2.24416430594901,2.15,"United Kingdom","0",10,0.23,0.8,0.8
4,0,4,635,158.75,0,38,15,0,0,1649.95,0,0,2.59834645669291,0,"United Kingdom","1",84,0.8,0.71,0.11
2,1,3,396,198,-2,26,13.5,1,1,355.56,-9.9,345.66,0.897878787878788,4.95,"United Kingdom","0",58,0.67,0.59,0.74
6,3,9,1475,245.833333333333,-42,34,6.83333333333333,3,1,2761.21,-784.29,1976.92,1.87200677966102,18.6735714285714,"United Kingdom","0",16,0.31,0.93,0.9
1,0,1,76,76,0,20,20,0,0,170.04,0,0,2.23736842105263,0,"United Kingdom","0",172,0.97,0.03,0.11
2,0,2,905,452.5,0,50,28,0,0,2030.92,0,0,2.24411049723757,0,"Denmark","0",9,0.2,0.39,0.11
14,1,15,14140,1010,-120,14,2.57142857142857,1,1,18095.2,-43.2,18052,1.2797171145686,0.36,"United Kingdom","0",3,0.1,0.98,1
1,0,1,177,177,0,23,23,0,0,427.13,0,0,2.41316384180791,0,"United Kingdom","0",172,0.97,0.03,0.11
8,7,15,2120,265,-93,176,28.875,20,3,2718.6,-565.8,2152.8,1.28235849056604,6.08387096774193,"United Kingdom","0",39,0.55,0.98,0.91
8,5,13,3644,455.5,-33,289,78.875,12,2.6,4504.59,-67.96,4436.63,1.23616630076839,2.05939393939394,"United Kingdom","1",1,0.03,0.97,0.97
3,1,4,1952,650.666666666667,-3,107,41,1,1,3015.35,-12.45,3002.9,1.54474897540984,4.15,"Germany","1",22,0.38,0.71,0.94
7,2,9,3157,451,-4,253,56.7142857142857,2,1,4299.15,-21.5,4277.65,1.36178333861261,5.375,"United Kingdom","1",18,0.34,0.93,0.97
2,0,2,294,147,0,59,35.5,0,0,496.06,0,0,1.68727891156463,0,"United Kingdom","0",18,0.33,0.39,0.11
1,0,1,220,220,0,20,20,0,0,532.94,0,0,2.42245454545455,0,"United Kingdom","0",172,0.97,0.03,0.11
5,0,5,1801,360.2,0,107,21.6,0,0,5059.32,0,0,2.80917268184342,0,"Norway","0",42,0.56,0.8,0.11
7,7,14,1692,241.714285714286,-28,76,19.5714285714286,12,2.28571428571429,3727.06,-99.68,3627.38,2.20275413711584,3.56,"United Kingdom","1",1,0.05,0.98,0.96
13,3,16,14660,1127.69230769231,-2012,21,5.76923076923077,16,5.66666666666667,28363,-4429,23934,1.93472032742156,2.20129224652087,"United Kingdom","0",7,0.16,0.98,1
5,1,6,37,7.4,-1,32,7,1,1,3045.01,-250,2795.01,82.2975675675676,250,"United Kingdom","0",120,0.88,0.85,0.94
8,0,8,2352,294,0,114,23.125,0,0,4222.21,0,0,1.79515731292517,0,"France","0",5,0.13,0.91,0.11
4,0,4,1266,316.5,0,61,16.5,0,0,874.42,0,0,0.690695102685624,0,"United Kingdom","1",32,0.5,0.71,0.12
1,0,1,78,78,0,9,9,0,0,185.78,0,0,2.38179487179487,0,"Unspecified","0",172,0.97,0.04,0.12
1,0,1,400,400,0,1,1,0,0,500,0,0,1.25,0,"United Kingdom","0",172,0.97,0.04,0.12
2,0,2,620,310,0,12,6.5,0,0,843,0,0,1.35967741935484,0,"United Kingdom","0",100,0.84,0.39,0.12
1,0,1,154,154,0,16,16,0,0,113.12,0,0,0.734545454545455,0,"United Kingdom","0",172,0.97,0.04,0.12
2,0,2,625,312.5,0,63,34,0,0,1086.64,0,0,1.738624,0,"Netherlands","1",52,0.63,0.39,0.12
3,1,4,1384,461.333333333333,-21,18,8.66666666666667,1,1,2994,-124.95,2869.05,2.16329479768786,5.95,"United Kingdom","0",21,0.36,0.71,0.94
3,1,4,1111,370.333333333333,-1,96,33.6666666666667,1,1,1538.88,-4.15,1534.73,1.38513051305131,4.15,"United Kingdom","1",21,0.37,0.71,0.88
3,1,4,486,162,-4,51,19,2,2,1049.7,-26.5,1023.2,2.15987654320988,6.625,"United Kingdom","1",35,0.52,0.71,0.83
3,1,4,931,310.333333333333,-4,191,77.3333333333333,3,3,1304.8,-5.8,1299,1.4015037593985,1.45,"United Kingdom","1",36,0.53,0.71,0.86
